age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,7.7,0,3,2,NHL,10,0,1980-81,0,13,1,,1,2,,PHI,4
22,,0.0,0,2,0,NHL,4,0,1981-82,0,4,0,,0,2,,PHI,2
23,,50.0,2,0,0,NHL,2,0,1982-83,0,4,2,,0,0,,PHI,2
24,,0.0,0,0,-4,NHL,3,0,1983-84,0,6,0,,0,0,,PHI,0
25,,23.8,6,4,7,NHL,12,0,1984-85,1,42,10,,4,13,,PHI,14
26,,13.6,2,3,-2,NHL,5,0,1985-86,0,22,3,,1,8,,PHI,6
27,,19.5,3,5,3,NHL,12,0,1986-87,3,41,8,,0,2,,PHI,13
28,,10.0,0,3,-2,NHL,6,0,1987-88,0,10,1,,1,4,,PHI,4
29,,25.9,6,11,1,NHL,19,0,1988-89,2,54,14,,0,27,,PHI,25
32,,14.3,0,0,-1,NHL,8,0,1991-92,0,7,1,,1,0,,NYR,1
