age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,11.1,0,1,-4,NHL,5,0,2003-04,0,9,1,118,1,4,,NJD,2
24,,0.0,0,3,6,NHL,9,0,2005-06,0,6,0,219,0,4,,NJD,3
25,,0.0,0,4,-4,NHL,11,0,2006-07,0,6,0,277,0,6,,NJD,4
26,,7.7,0,2,-8,NHL,5,0,2007-08,0,13,1,128,1,2,25,NJD,3
27,,0.0,0,4,0,NHL,7,0,2008-09,0,9,0,184,0,2,22,NJD,4
28,,0.0,0,0,-1,NHL,5,0,2009-10,0,5,0,112,0,0,19,NJD,0
29,,0.0,0,2,1,NHL,7,0,2010-11,0,10,0,173,0,2,29,PIT,2
30,,100.0,1,0,-1,NHL,3,0,2011-12,0,1,1,66,0,0,3,PIT,1
31,,8.7,1,9,5,NHL,15,0,2012-13,0,23,2,400,1,4,48,PIT,11
32,,0.0,0,8,7,NHL,13,0,2013-14,0,23,0,355,0,6,54,PIT,8
33,,0.0,0,2,-3,NHL,5,0,2014-15,0,5,0,123,0,2,14,PIT,2
34,,0.0,0,5,8,NHL,0,0,2015-16,0,17,0,530,0,6,42,SJS,5
35,,20.0,1,0,-1,NHL,6,0,2016-17,0,5,1,116,0,4,12,SJS,1
