assists,team,goals,year,games_played,points,pim,age,plus_minus,league
76,New England Selects,61,1993-94,37,137,0,19,0,NEJHL
11,RPI Engineers,13,1994-95,37,24,35,20,0,ECAC
22,RPI Engineers,18,1995-96,35,40,57,21,0,ECAC
26,RPI Engineers,30,1996-97,36,56,63,22,0,ECAC
27,RPI Engineers,21,1997-98,35,48,42,23,0,ECAC
24,Saint John Flames,14,1998-99,64,38,77,24,0,AHL
4,Orlando Solar Bears,5,1998-99,13,9,13,24,0,IHL
15,Springfield Falcons,14,1999-00,32,29,51,25,0,AHL
17,Springfield Falcons,16,2000-01,66,33,53,26,-10,AHL
1,Jackson Bandits,1,2001-02,2,2,0,27,-1,ECHL
34,Manchester Monarchs,24,2001-02,65,58,45,27,-2,AHL
31,Manchester Monarchs,42,2002-03,75,73,47,28,4,AHL
20,Chicago Wolves,31,2003-04,71,51,52,29,-7,AHL
13,Adler Mannheim,16,2004-05,50,29,54,30,0,Germany
42,Providence Bruins,29,2005-06,66,71,49,31,15,AHL
48,Springfield Falcons,27,2006-07,80,75,51,32,-27,AHL
36,Lake Erie Monsters,22,2007-08,74,58,48,33,-24,AHL
8,SCL Tigers Langnau,4,2008-09,13,12,6,34,0,Swiss
15,Mora IK,10,2008-09,20,25,36,34,0,Sweden-2
