age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0,0,0,0,NHL,1,0,1981-82,0,0,0,,0,2,,BOS,0
22,,18.6,6,6,6,NHL,17,0,1982-83,0,43,8,,2,12,,BOS,14
23,,0.0,0,0,1,NHL,2,0,1983-84,0,2,0,,0,0,,BOS,0
24,SC,13.5,3,8,9,NHL,18,0,1984-85,2,37,5,,2,22,,EDM,13
25,,26.7,3,5,3,NHL,10,0,1985-86,2,15,4,,1,16,,EDM,9
26,SC,10.3,3,4,4,NHL,21,0,1986-87,1,29,3,,0,18,,EDM,7
27,SC,22.2,4,6,4,NHL,19,0,1987-88,0,18,4,,0,12,,EDM,10
28,,4.8,0,4,-7,NHL,11,0,1988-89,0,21,1,,1,4,,LAK,5
29,,6.3,1,3,0,NHL,10,0,1989-90,1,16,1,,0,12,,LAK,4
32,,10.3,2,7,4,NHL,16,0,1992-93,0,29,3,,1,8,,TOR,10
33,,0.0,0,0,-2,NHL,6,0,1993-94,0,4,0,,0,0,,TOR,0
34,,0.0,0,0,1,NHL,8,0,1994-95,0,1,0,,0,0,,DET,0
