league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,17,0,21,19,6,0,,BOS,[],15.8,2,3,0,3,1,1981-82,,0,2,0,3
NHL,79,1,22,153,65,2,,BOS,"[{'link': '/awards/voting-1983.html#calder', 'name': 'Calder-8'}, {'link': '/awards/voting-1983.html#selke', 'name': 'Selke-11'}]",15.0,17,42,38,23,2,1982-83,,4,43,1,39
NHL,66,1,23,152,45,3,,BOS,[],16.4,20,20,9,25,2,1983-84,,3,55,1,16
NHL,0,4,24,187,88,8,,EDM,"[{'link': '/awards/voting-1985.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1985.html#selke', 'name': 'Selke-25'}]",23.0,31,45,56,43,0,1984-85,,12,60,1,36
NHL,54,1,25,98,40,9,,EDM,[],16.3,13,24,11,16,0,1985-86,,3,22,0,15
NHL,80,2,26,89,51,1,,EDM,[],18.0,11,35,26,16,1,1986-87,,4,67,2,32
NHL,76,0,27,124,47,1,,EDM,[],16.1,16,27,26,20,0,1987-88,,4,64,1,25
NHL,78,8,28,143,62,5,,LAK,"[{'link': '/awards/voting-1989.html#AS', 'name': 'AS-8'}]",18.2,21,36,9,26,0,1988-89,,5,110,0,31
NHL,63,2,29,101,41,4,,LAK,[],15.8,12,25,7,16,2,1989-90,,2,50,2,19
NHL,74,1,30,109,45,4,,TOT,[],16.5,13,27,1,18,2,1990-91,,3,58,0,23
NHL,15,0,30,11,6,0,,LAK,[],9.1,0,5,7,1,0,1990-91,,1,10,0,5
NHL,59,1,30,98,39,4,,TOR,[],17.3,13,22,-6,17,2,1990-91,,2,48,0,18
NHL,72,1,31,100,24,1,,TOR,[],9.0,7,15,-5,9,2,1991-92,,0,72,2,12
NHL,84,3,32,130,39,5,,TOR,[],14.6,11,20,3,19,2,1992-93,,6,62,1,14
NHL,54,1,33,71,11,0,,TOR,[],7.0,4,6,-5,5,0,1993-94,,1,28,0,6
NHL,20,0,34,20,5,0,,DET,[],10.0,2,3,3,2,0,1994-95,,0,6,0,3
