pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Winnipeg Rangers,0,0,3,MJHL,2,1941-42,17,3
21,Oshawa Generals,10,0,31,OHA-Jr.,16,1942-43,18,21
33,Oshawa Generals,25,0,63,OHA-Jr.,25,1943-44,19,38
10,Toronto Army Shamrocks,2,0,3,TIHL,1,1944-45,20,1
23,Pittsburgh Hornets,12,0,21,AHL,27,1945-46,21,9
24,Pittsburgh Hornets,3,0,9,AHL,13,1950-51,26,6
53,Pittsburgh Hornets,9,0,13,AHL,16,1951-52,27,4
115,Pittsburgh Hornets,13,0,28,AHL,41,1952-53,28,15
39,Ottawa Senators,6,0,11,QHL,18,1954-55,30,5
50,Vancouver Canucks,2,0,7,WHL,15,1954-55,30,5
32,Sudbury Wolves,4,0,9,NOHA,19,1956-57,32,5
