pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Oklahoma City Barons,1,-1,2,AHL,6,2010-11,22,1
6,Oklahoma City Barons,8,-2,13,AHL,14,2011-12,23,5
14,Oklahoma City Barons,8,9,20,AHL,17,2012-13,24,12
