pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Roanoke Valley Rebels,0,0,0,ECHL,3,1991-92,22,0
2,Richmond Renegades,0,0,0,ECHL,1,1992-93,23,0
0,St. John\'s Maple Leafs,0,0,0,AHL,1,1992-93,23,0
25,St. John\'s Maple Leafs,3,0,3,AHL,7,1993-94,24,0
12,St. John\'s Maple Leafs,0,0,0,AHL,4,1994-95,25,0
42,Portland Pirates,0,0,0,AHL,7,1995-96,26,0
41,Philadelphia Phantoms,2,0,2,AHL,6,1996-97,27,0
26,Philadelphia Phantoms,0,0,0,AHL,19,1997-98,28,0
6,Indianapolis Ice,0,0,0,IHL,2,1998-99,29,0
32,Hershey Bears,0,0,1,AHL,8,1999-00,30,1
