average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,30,0,0,NHL,20,11,29,2,126,10,8,0,1,1980-81,MNS,18,12,[],14.3,,32
,106,4,0,NHL,21,34,138,14,289,35,20,0,17,1981-82,MNS,55,51,"[{'link': '/awards/voting-1982.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-1982.html#hart', 'name': 'Hart-15'}]",19.0,,76
,75,4,0,NHL,22,25,94,16,210,23,14,0,13,1982-83,MNS,37,38,[],17.6,,77
,71,2,0,NHL,23,21,58,1,211,22,16,0,12,1983-84,MNS,38,33,[],18.0,,79
,32,0,0,NHL,24,11,41,-10,133,10,5,0,6,1984-85,MNS,15,17,[],11.3,,51
,89,5,0,NHL,25,36,51,12,262,25,19,0,9,1985-86,MNS,44,45,"[{'link': '/awards/voting-1986.html#AS', 'name': 'AS-5'}]",16.8,,75
,103,5,0,NHL,26,38,88,10,255,30,22,0,13,1986-87,MNS,52,51,"[{'link': '/awards/voting-1987.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-1987.html#hart', 'name': 'Hart-12'}]",20.4,,80
,86,2,1,NHL,27,23,79,-29,262,27,13,1,21,1987-88,MNS,41,45,[],15.6,,67
,74,8,0,NHL,28,19,76,-6,247,28,16,0,11,1988-89,TOT,44,30,[],17.8,,76
,59,5,0,NHL,28,17,64,-16,208,19,13,0,10,1988-89,MNS,32,27,[],15.4,,65
,15,3,0,NHL,28,2,12,10,39,9,3,0,1,1988-89,WSH,12,3,[],30.8,,11
,79,6,0,NHL,29,28,122,-5,267,31,10,0,10,1989-90,WSH,41,38,[],15.4,,0
,39,2,0,NHL,30,15,66,-17,186,19,2,0,3,1990-91,WSH,21,18,[],11.3,,54
,76,7,0,NHL,31,26,78,-10,279,25,13,0,12,1991-92,WSH,38,38,[],13.6,,78
,97,8,0,NHL,32,33,81,12,200,20,21,0,23,1992-93,DET,41,56,"[{'link': '/awards/voting-1993.html#AS', 'name': 'AS-7'}]",20.5,,82
,57,1,0,NHL,33,21,73,10,153,16,12,0,8,1993-94,DET,28,29,[],18.3,,66
,43,3,0,NHL,34,16,39,12,106,10,6,0,11,1994-95,DET,16,27,[],15.1,,42
,43,5,0,NHL,35,14,99,14,107,9,13,0,7,1995-96,DET,22,21,[],20.6,,64
,60,6,0,NHL,36,19,116,-11,229,23,12,0,6,1996-97,TBL,35,25,[],15.3,,77
,33,4,0,NHL,37,12,70,-16,161,11,5,0,5,1997-98,TOT,16,17,[],9.9,,62
,17,3,0,NHL,37,5,42,-14,104,8,3,0,1,1997-98,TBL,11,6,[],10.6,,34
,16,1,0,NHL,37,7,28,-2,57,3,2,0,4,1997-98,FLA,5,11,[],8.8,,28
13:15,7,1,0,NHL,38,0,27,-1,23,1,5,0,1,1998-99,FLA,6,1,[],26.1,186,14
