pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Sarnia Bees,43,0,88,ON-Jr.B,40,1975-76,15,45
45,London Knights,43,0,82,OMJHL,66,1976-77,16,39
49,London Knights,70,0,142,OMJHL,68,1977-78,17,72
35,London Knights,11,0,19,OMJHL,30,1978-79,18,8
72,London Knights,53,0,103,OMJHL,62,1979-80,19,50
2,Canada,1,0,6,WJC-A,5,1979-80,19,5
0,Oklahoma City Stars,2,0,5,CHL,6,1979-80,19,3
45,Oklahoma City Stars,25,0,57,CHL,48,1980-81,20,32
0,Canada,1,0,3,WEC-A,9,1981-82,21,2
2,Canada,2,0,6,WEC-A,10,1986-87,26,4
2,Washington Capitals,0,0,3,Fr-Tour,3,1989-90,29,3
