average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,23,0,5,0,0,0,0,0,0,1988-89,CGY,0,0,[],0,,1
,0,0,0,NHL,24,0,17,-1,0,0,0,0,0,1989-90,CGY,0,0,[],0,,3
,1,0,0,NHL,25,1,183,-3,14,0,0,0,0,1990-91,CHI,0,1,[],0.0,,35
,4,0,0,NHL,26,2,234,-2,23,2,0,0,0,1991-92,CHI,2,2,[],8.7,,54
,2,0,0,NHL,27,1,193,2,14,0,1,0,0,1992-93,CHI,1,1,[],7.1,,78
,6,0,0,NHL,28,5,199,-6,34,1,0,0,0,1993-94,MDA,1,5,[],2.9,,77
,1,0,0,NHL,29,1,147,-11,18,0,0,0,0,1994-95,TOT,0,1,[],0.0,,42
,1,0,0,NHL,29,1,110,-7,14,0,0,0,0,1994-95,MDA,0,1,[],0.0,,31
,0,0,0,NHL,29,0,37,-4,4,0,0,0,0,1994-95,DET,0,0,[],0.0,,11
,1,0,0,NHL,30,1,128,-10,19,0,0,0,0,1995-96,DET,0,1,[],0.0,,56
,4,0,0,NHL,31,2,218,-8,17,2,0,0,0,1996-97,TOT,2,2,[],11.8,,76
,0,0,0,NHL,31,0,0,-1,0,0,0,0,0,1996-97,DET,0,0,[],0,,1
,4,0,0,NHL,31,2,218,-7,17,2,0,0,0,1996-97,HAR,2,2,[],11.8,,75
,7,1,0,NHL,32,4,204,0,17,3,0,0,0,1997-98,CAR,3,4,[],17.6,,82
3:25,3,1,0,NHL,33,0,158,0,10,3,0,0,0,1998-99,MDA,3,0,[],30.0,249,73
5:13,3,0,0,NHL,34,2,116,0,14,1,0,0,0,1999-00,MDA,1,2,[],7.1,260,50
6:00,5,1,0,NHL,35,2,235,-2,26,3,0,0,0,2000-01,LAK,3,2,[],11.5,432,72
6:08,2,0,0,NHL,36,1,76,0,5,1,0,0,0,2001-02,NSH,1,1,[],20.0,184,30
