assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Montreal Jr. Canadiens,0,1949-50,16,3,45,16,0,QJHL
1,Montreal Jr. Canadiens,0,1949-50,12,1,24,16,0,M-Cup
1,Montreal Jr. Canadiens,2,1950-51,9,3,35,17,0,QJHL
3,Montreal Jr. Canadiens,3,1951-52,11,6,16,18,0,QJHL
2,Montreal Jr. Canadiens,1,1951-52,8,3,27,18,0,M-Cup
1,Montreal Jr. Canadiens,0,1952-53,7,1,15,19,0,QJHL
4,Montreal Royals,1,1953-54,11,5,14,20,0,QHL
1,Hershey Bears,1,1957-58,11,2,20,24,0,AHL
4,Cleveland Barons,0,1958-59,7,4,6,25,0,AHL
1,Hershey Bears,0,1960-61,5,1,13,27,0,AHL
