game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,0.0,-5,17,0,21,,4,1,1968-69,1,0,0,0,TOR,,21,,NHL
0,0.0,-1,13,0,23,,6,1,1970-71,1,0,0,0,TOR,,19,,NHL
0,0,-1,0,0,24,,1,0,1971-72,0,0,0,0,NYR,,0,,NHL
0,0,0,0,1,25,,15,16,1972-73,19,0,3,2,NEW,,41,,WHA
0,0,0,0,0,26,,6,6,1973-74,6,0,0,0,NEW,,26,,WHA
0,0,0,0,0,27,,6,6,1974-75,8,0,2,0,TRT,,2,,WHA
0,0,10,0,0,29,,10,2,1976-77,2,0,0,0,QBN,,28,,WHA
0,0,-2,0,0,30,,11,3,1977-78,3,0,0,0,QBN,,34,,WHA
0,0,-3,0,0,31,,3,0,1978-79,0,0,0,0,QBN,,0,,WHA
