game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,9,133,0,61,22,1968-69,19,1,8,0,,NHL,6.0,3,21,200,[],30,7,,TOR
0,9,122,1,46,11,1969-70,8,0,6,0,,NHL,4.9,2,22,99,[],17,6,,TOR
1,6,171,0,74,22,1970-71,15,1,7,0,,NHL,4.1,7,23,198,[],29,6,,TOR
2,10,104,0,51,19,1971-72,16,0,4,1,,NHL,3.8,3,24,56,[],23,3,,TOT
2,10,104,0,50,19,1971-72,16,0,4,1,,NHL,3.8,3,24,56,[],23,3,,TOR
0,0,0,0,1,0,1971-72,0,0,0,0,,NHL,0,0,24,0,[],0,0,,NYR
1,0,0,0,75,56,1972-73,0,1,7,0,,WHA,0,0,25,95,"[{'link': '/awards/wha_all_star.html#1973', 'name': 'ASW-2'}]",63,6,,NEW
2,0,0,0,77,40,1973-74,0,0,6,2,,WHA,0,0,26,134,[],46,4,,NEW
0,24,199,0,74,40,1974-75,0,1,16,4,,WHA,8.0,0,27,112,[],56,11,,TOT
0,6,85,0,31,17,1974-75,0,1,5,1,,WHA,5.9,0,27,43,[],22,3,,NEW
0,18,114,0,43,23,1974-75,0,0,11,3,,WHA,9.6,0,27,69,[],34,8,,TRT
0,-21,163,0,74,51,1975-76,0,2,9,3,,WHA,5.5,0,28,134,[],60,4,,TRT
0,26,135,0,73,34,1976-77,0,3,13,1,,WHA,9.6,0,29,102,[],47,9,,QBN
0,-5,32,0,26,9,1977-78,0,0,1,0,,WHA,3.1,0,30,23,[],10,1,,QBN
0,-5,19,0,32,2,1978-79,0,0,0,0,,WHA,0.0,0,31,17,[],2,0,,QBN
