assists,year,games_played,points,goals,team,age,pim,plus_minus,league
6,1989-90,7,9,3,Sudbury Wolves,19,7,0,OHL
6,1990-91,9,11,5,Fredericton Canadiens,20,2,0,AHL
4,1991-92,7,7,3,Fredericton Canadiens,21,8,0,AHL
8,1995-96,13,12,4,Las Vegas Thunder,25,16,0,IHL
1,1996-97,3,2,1,Cincinnati Cyclones,26,2,0,IHL
12,1998-99,15,18,6,HC Ambri-Piotta,28,22,0,Swiss
5,1999-00,10,8,3,EV Zug,29,10,0,Swiss
0,2000-01,4,2,2,EV Zug,30,27,0,Swiss
3,2001-02,6,9,6,EV Zug,31,4,0,Swiss
0,2003-04,3,1,1,EV Zug,33,2,0,Swiss
0,2004-05,4,1,1,HC Lugano,34,2,0,Swiss
4,2005-06,7,6,2,EV Zug,35,0,0,Swiss
4,2006-07,12,7,3,EV Zug,36,10,0,Swiss
2,2007-08,7,4,2,EV Zug,37,6,0,Swiss
2,2011-12,4,4,2,SCL Tigers Langnau,41,14,0,Swiss
