assists,year,games_played,points,goals,team,age,pim,plus_minus,league
25,1985-86,38,58,33,Sault Ste. Marie Legion,15,87,0,NOHA
11,1986-87,49,16,5,Sudbury Wolves,16,13,0,OHL
42,1987-88,63,67,25,Sudbury Wolves,17,27,0,OHL
48,1988-89,57,79,31,Sudbury Wolves,18,27,0,OHL
63,1989-90,66,119,56,Sudbury Wolves,19,57,0,OHL
31,1990-91,78,70,39,Fredericton Canadiens,20,38,0,AHL
31,1991-92,43,57,26,Fredericton Canadiens,21,52,0,AHL
16,1992-93,26,24,8,Fredericton Canadiens,22,16,0,AHL
2,1995-96,2,4,2,St. John\'s Maple Leafs,25,0,0,AHL
29,1995-96,49,52,23,2 Teams,25,54,0,IHL
23,1995-96,36,41,18,Houston Aeros,25,44,0,IHL
6,1995-96,13,11,5,Las Vegas Thunder,25,10,0,IHL
34,1996-97,65,58,24,2 Teams,26,60,0,IHL
20,1996-97,33,29,9,Phoenix Roadrunners,26,32,0,IHL
14,1996-97,32,29,15,Cincinnati Cyclones,26,28,0,IHL
32,1997-98,48,52,20,Kassel Huskies,27,16,0,Germany
44,1998-99,45,82,38,HC Ambri-Piotta,28,22,0,Swiss
34,1999-00,45,54,20,EV Zug,29,58,0,Swiss
3,1999-00,4,3,0,Canada,29,0,0,Nat-Tm
29,2000-01,43,55,26,EV Zug,30,34,0,Swiss
23,2001-02,42,43,20,EV Zug,31,45,0,Swiss
2,2002-03,1,2,0,HC Milano,32,0,0,Italy
28,2002-03,42,42,14,EV Zug,32,51,0,Swiss
23,2003-04,46,37,14,EV Zug,33,10,0,Swiss
1,2004-05,1,1,0,HC Lugano,34,2,0,Swiss
2,2004-05,7,3,1,Switzerland,34,6,-1,WC-A
26,2005-06,42,35,9,EV Zug,35,28,0,Swiss
0,2005-06,6,3,3,Switzerland,35,0,2,Olympics
25,2006-07,41,47,22,EV Zug,36,36,0,Swiss
2,2006-07,7,5,3,Switzerland,36,2,0,WC-A
29,2007-08,50,41,12,EV Zug,37,30,0,Swiss
4,2007-08,7,5,1,Switzerland,37,2,-1,WC-A
22,2008-09,50,33,11,EV Zug,38,42,0,Swiss
14,2009-10,49,23,9,EV Zug,39,16,0,Swiss
5,2011-12,17,10,5,SCL Tigers Langnau,41,6,0,Swiss
