game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
1,21.1,2,38,0,22,,17,5,1992-93,13,0,8,8,MTL,SC,8,,NHL
1,16.7,-3,12,2,23,,7,4,1993-94,6,0,2,0,MTL,,2,,NHL
0,11.1,-3,9,0,24,,7,1,1994-95,2,0,1,1,TOR,,0,,NHL
