average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,19,0,0,NHL,19,11,11,4,69,5,0,0,3,1979-80,VAN,5,14,[],7.2,,47
,29,0,0,NHL,20,11,57,-10,111,18,0,0,0,1980-81,VAN,18,11,[],16.2,,77
,60,4,0,NHL,21,26,26,-31,182,21,3,1,9,1981-82,CLR,24,36,[],13.2,,80
,33,1,0,NHL,22,17,47,-23,113,10,4,0,2,1982-83,NJD,14,19,[],12.4,,76
,17,0,0,NHL,23,10,54,-13,82,7,0,0,0,1983-84,MNS,7,10,[],8.5,,68
,62,2,1,NHL,24,23,53,19,152,24,6,2,6,1984-85,TOT,31,31,"[{'link': '/awards/voting-1985.html#selke', 'name': 'Selke-15'}]",20.4,,78
,11,0,0,NHL,24,7,15,1,30,4,0,0,0,1984-85,MNS,4,7,"[{'link': '/awards/voting-1985.html#selke', 'name': 'Selke-15'}]",13.3,,29
,51,2,1,NHL,24,16,38,18,122,20,6,2,6,1984-85,QUE,27,24,"[{'link': '/awards/voting-1985.html#selke', 'name': 'Selke-15'}]",22.1,,49
,58,5,2,NHL,25,25,64,7,207,19,5,0,7,1985-86,QUE,26,32,[],12.6,,77
,75,4,3,NHL,26,17,39,-15,184,22,15,1,17,1986-87,TOT,40,35,"[{'link': '/awards/voting-1987.html#AS', 'name': 'AS-7'}]",21.7,,0
,44,1,2,NHL,26,10,17,-12,98,11,12,1,8,1986-87,QUE,25,19,"[{'link': '/awards/voting-1987.html#AS', 'name': 'AS-7'}]",25.5,,46
,31,3,1,NHL,26,7,22,-3,86,11,3,0,9,1986-87,DET,15,16,"[{'link': '/awards/voting-1987.html#AS', 'name': 'AS-7'}]",17.4,,35
,53,3,2,NHL,27,18,50,10,161,17,7,2,7,1987-88,DET,26,27,[],16.1,,73
,68,1,1,NHL,28,28,36,-5,180,23,7,0,9,1988-89,WIN,31,37,[],17.2,,75
,56,5,0,NHL,29,29,37,4,167,19,3,1,4,1989-90,WIN,22,34,[],13.2,,79
,36,2,0,NHL,30,17,58,-10,107,11,1,1,6,1990-91,WIN,12,24,[],11.2,,61
,40,1,1,NHL,31,18,51,-7,130,11,6,0,4,1991-92,TOT,18,22,[],13.8,,68
,1,0,0,NHL,31,0,4,-3,6,1,0,0,0,1991-92,WIN,1,0,[],16.7,,7
,39,1,1,NHL,31,18,47,-4,124,10,6,0,4,1991-92,BOS,17,22,[],13.7,,61
,23,1,2,NHL,32,13,52,11,84,8,0,0,0,1992-93,TOT,10,13,[],11.9,,58
,4,0,0,NHL,32,2,11,0,26,2,0,0,0,1992-93,BOS,2,2,[],7.7,,26
,19,1,2,NHL,32,11,41,11,58,6,0,0,0,1992-93,CGY,8,11,[],13.8,,32
