year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1971-72,19,36,99,42,0,AJHL,48,Red Deer Rustlers,78
1971-72,19,0,2,1,0,WCJHL,2,Vancouver Nationals,1
1972-73,20,32,51,43,0,EHL,76,Sun Coast Suns,75
1973-74,21,18,38,18,0,WHL,72,Portland Buckaroos,36
1974-75,22,28,43,43,0,AHL,74,Springfield Kings,71
1975-76,23,14,37,27,0,AHL,65,Providence Reds,41
1976-77,24,25,10,45,0,AHL,80,New Haven Nighthawks,70
1977-78,25,19,20,29,0,AHL,80,New Haven Nighthawks,48
1978-79,26,29,20,51,0,AHL,76,New Haven Nighthawks,80
1979-80,27,28,30,33,0,CHL,78,Birmingham Bulls,61
1980-81,28,5,13,9,0,CHL,12,Birmingham Bulls,14
1980-81,28,13,14,26,0,AHL,63,New Haven Nighthawks,39
