shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
14.0,409,2014-15,16,12,834,0,10,142,93,0,12,-8,12,VAN,13,13,51.6,19,1,NHL,1,47,12:16,69,68,436,25,"[{'link': '/awards/voting-2015.html#calder', 'name': 'Calder-11'}]",0
10.3,733,2015-16,18,16,1405,0,17,245,155,8,12,-30,24,VAN,16,27,50.9,20,4,NHL,0,53,17:08,69,82,760,40,[],4
12.7,742,2016-17,27,25,1461,0,27,286,158,7,15,-7,32,VAN,20,37,50.5,21,1,NHL,2,41,18:02,65,81,756,52,[],3
