year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1971-72,18,6,160,21,0,WCJHL,65,3 Teams,27
1971-72,18,3,83,13,0,WCJHL,38,Victoria Cougars,16
1971-72,18,3,73,8,0,WCJHL,25,Flin Flon Bombers,11
1971-72,18,0,4,0,0,WCJHL,2,Saskatoon Blades,0
1972-73,19,12,98,25,0,WCJHL,68,Saskatoon Blades,37
1973-74,20,0,19,2,0,WHL,7,Denver Spurs,2
1973-74,20,3,4,5,0,AHL,38,Richmond Robins,8
1974-75,21,0,7,1,0,AHL,8,Richmond Robins,1
1976-77,23,4,19,6,0,SHL,14,Tidewater Sharks,10
1976-77,23,5,62,7,0,NAPro,25,Erie Blades,12
1979-80,26,28,100,20,0,Swiss-2,28,HC Davos,48
1980-81,27,6,33,21,0,CHL,53,Wichita Wind,27
1983-84,30,14,30,19,0,W.Ger-2,32,BSC Preussen Berlin,33
1984-85,31,25,72,37,0,W.Ger-2,42,BSC Preussen Berlin,62
1986-87,33,3,41,32,0,W.Ger-2,53,Berliner SC Preussen,35
1987-88,34,3,24,8,0,W.Ger-2,12,SV Bayreuth,11
1988-89,35,5,46,30,0,W.Ger-2,33,EHC 80 Nurnberg,35
1989-90,36,6,24,29,0,W.Ger-2,28,EHC 80 Nurnberg,35
1990-91,37,16,36,39,0,German-2,33,ECD Sauerland,55
1991-92,38,9,34,24,0,German-2,38,EC Kassel,33
1992-93,39,1,14,9,0,German-2,12,EC Kassel,10
