average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,3,0,0,NHL,24,0,72,0,0,0,0,0,0,1926-27,TOT,2,1,[],0,,42
,1,0,0,NHL,24,0,44,0,0,0,0,0,0,1926-27,TOR,1,0,[],0,,22
,2,0,0,NHL,24,0,28,0,0,0,0,0,0,1926-27,NYR,1,1,[],0,,20
,7,0,0,NHL,25,0,72,0,0,0,0,0,0,1927-28,NYR,7,0,[],0,,37
,5,0,0,NHL,26,0,59,0,0,0,0,0,0,1928-29,NYR,2,3,[],0,,0
,13,0,0,NHL,27,0,54,0,0,0,0,0,0,1929-30,NYR,7,6,[],0,,0
,5,0,0,NHL,28,0,40,0,0,0,0,0,0,1930-31,TOT,0,5,[],0,,38
,1,0,0,NHL,28,0,12,0,0,0,0,0,0,1930-31,NYR,0,1,[],0,,10
,4,0,0,NHL,28,0,28,0,0,0,0,0,0,1930-31,OTS,0,4,[],0,,28
,4,0,0,NHL,30,0,27,0,0,0,0,0,0,1932-33,TOT,2,2,[],0,,50
,2,0,0,NHL,30,0,18,0,0,0,0,0,0,1932-33,OTS,1,1,[],0,,35
,2,0,0,NHL,30,0,9,0,0,0,0,0,0,1932-33,MTL,1,1,[],0,,15
,7,0,0,NHL,31,0,10,0,0,0,0,0,0,1933-34,MTL,4,3,[],0,,0
,0,0,0,NHL,32,0,0,0,0,0,0,0,0,1934-35,MTL,0,0,[],0,,4
