shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1964-65,18,0,,0,0,0,8,0,4,CBH,10,20,2,NHL,1,,55,14,[],1
0,1965-66,6,0,,0,0,0,1,0,5,CBH,1,21,0,NHL,0,,25,6,[],0
0,1966-67,33,0,,0,0,0,24,0,17,CBH,25,22,5,NHL,0,,0,42,[],1
9.1,1967-68,34,15,,0,197,0,18,-20,15,CBH,18,23,2,NHL,0,,74,33,[],0
12.9,1968-69,25,27,,0,233,7,27,7,34,CBH,30,24,3,NHL,0,,72,64,[],3
7.6,1969-70,31,29,,0,223,6,12,4,35,CBH,17,25,3,NHL,0,,0,52,[],5
17.5,1970-71,16,17,,0,229,9,30,28,26,CBH,40,26,7,NHL,0,,78,66,[],10
11.1,1971-72,10,25,,1,270,13,21,21,39,CBH,30,27,2,NHL,1,,78,69,[],8
14.8,1972-73,27,40,,0,263,11,31,28,51,CBH,39,28,7,NHL,0,,78,90,"[{'link': '/awards/nhl_all_star.html#1973', 'name': None}]",8
13.2,1973-74,15,26,,0,220,13,23,25,39,CBH,29,29,6,NHL,1,,74,68,[],5
8.0,1974-75,10,14,,0,199,7,12,-14,21,CBH,16,30,2,NHL,0,,69,37,"[{'link': '/awards/voting-1975.html#AS', 'name': 'AS-12'}]",4
12.0,1975-76,28,29,,2,225,8,22,-17,39,CBH,27,31,4,NHL,4,,0,66,[],1
7.7,1976-77,2,8,,0,207,9,13,-20,17,CBH,16,32,0,NHL,0,,75,33,[],3
6.9,1977-78,6,7,,0,72,2,3,-20,9,DET,5,33,1,NHL,0,,55,14,[],2
