power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,0,2,0,NHL,1938-39,22,1,BOS,,1,9,0,0,0,,SC,0,0
0,6,0,0,NHL,1939-40,23,0,BOS,,0,0,0,0,0,,,0,0
0,0,2,0,NHL,1940-41,24,0,BOS,,2,7,0,0,0,,SC,0,0
0,5,1,0,NHL,1941-42,25,0,BOS,,1,4,0,0,0,,,0,0
0,6,2,0,NHL,1942-43,26,1,BOS,,1,10,0,0,0,,,0,0
0,7,5,0,NHL,1944-45,28,0,BOS,,5,0,0,0,0,,,0,0
0,0,3,0,NHL,1945-46,29,1,BOS,,2,4,0,0,0,,,0,0
0,2,0,0,NHL,1946-47,30,0,BOS,,0,0,0,0,0,,,0,0
0,4,1,0,NHL,1947-48,31,0,BOS,,1,2,0,0,0,,,0,0
0,3,0,0,NHL,1948-49,32,0,BOS,,0,0,0,0,0,,,0,0
