league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,76,5,21,219,72,18,,DET,"[{'link': '/awards/voting-1978.html#calder', 'name': 'Calder-4'}]",15.1,20,39,10,33,3,1977-78,,10,10,0,21
NHL,79,3,22,222,71,22,,DET,[],12.6,12,43,-27,28,2,1978-79,,14,14,2,19
NHL,80,3,23,200,81,14,,DET,[],15.0,21,51,1,30,2,1979-80,,7,12,1,36
NHL,80,2,24,286,86,20,,DET,[],10.5,17,56,-17,30,2,1980-81,,11,50,0,36
NHL,78,2,25,206,69,9,,TOT,[],16.0,22,36,-4,33,1,1981-82,,10,18,0,27
NHL,26,0,25,84,27,3,,DET,[],15.5,7,14,-3,13,0,1981-82,,6,6,0,11
NHL,52,2,25,122,42,6,,BUF,[],16.4,15,22,-1,20,1,1981-82,,4,12,0,16
NHL,62,3,26,117,52,4,,BUF,[],17.1,16,32,-12,20,1,1982-83,,3,10,0,28
NHL,77,1,27,103,47,10,,TOT,[],19.4,10,27,-18,20,2,1983-84,,8,10,2,15
NHL,5,0,27,5,4,1,,BUF,[],20.0,1,3,-2,1,0,1983-84,,0,0,1,1
NHL,72,1,27,98,43,9,,TOR,[],19.4,9,24,-16,19,2,1983-84,,8,10,1,14
