year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1948-49,18,9,20,8,0,OHA-Jr.,25,St. Catharines Teepees,17
1949-50,19,58,79,43,0,OHA-Jr.,48,St. Catharines Teepees,101
1949-50,19,1,0,2,0,EAHL,3,Boston Olympics,3
1950-51,20,33,38,28,0,USHL,57,Tulsa Oilers,61
1951-52,21,13,22,28,0,AHL,54,Hershey Bears,41
1952-53,22,16,38,32,0,AHL,61,Hershey Bears,48
1953-54,23,20,23,31,0,AHL,63,Hershey Bears,51
1954-55,24,31,28,38,0,AHL,62,Hershey Bears,69
1955-56,25,12,71,14,0,AHL,49,Hershey Bears,26
1956-57,26,20,78,35,0,AHL,64,Hershey Bears,55
1957-58,27,23,46,48,0,AHL,65,Hershey Bears,71
1958-59,28,16,48,26,0,AHL,63,Hershey Bears,42
1959-60,29,9,36,19,0,AHL,67,Quebec Aces,28
1960-61,30,8,25,7,0,AHL,68,Quebec Aces,15
1961-62,31,23,12,32,0,EHL,60,Philadelphia Ramblers,55
