shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,480,8,0,1931-32,0,0,2.12,OHA-Jr.,0,17,0,0,0,0,0,16,0,1,0,0,North Toronto Juniors
0,0,0,0,360,6,0,1932-33,0,0,1.00,NOJHA,0,6,0,0,0,0,0,17,0,2,0,0,Sudbury Wolves
0,0,0,0,660,11,0,1933-34,0,0,1.91,TIHL,0,21,0,0,0,0,0,18,0,4,0,0,Torontos
0,0,1,0,910,15,0,1933-34,0,12,2.04,TMHL,0,31,0,0,2,0,0,18,0,1,0,0,Toronto British Consols
0,0,0,0,120,2,0,1934-35,0,0,4.50,TIHL,0,9,0,0,0,0,0,19,0,0,0,0,Toronto All-Stars
0,0,0,0,900,15,0,1934-35,0,0,4.13,TMHL,0,62,0,0,0,0,0,19,0,0,0,0,Toronto McColl-Frontenacs
0,0,0,0,60,1,0,1935-36,0,0,6.00,TIHL,0,6,0,0,1,0,0,20,0,0,0,0,Toronto Dominion Bank
0,0,0,0,240,4,0,1936-37,0,4,1.25,NOHA,0,5,0,0,0,0,0,21,0,0,0,0,Kirkland Lake Blue Devils
0,0,1,0,610,11,0,1937-38,0,8,2.66,NOHA,0,27,0,0,1,0,0,22,0,1,0,0,Kirkland Lake Hargreaves
0,0,0,0,420,7,0,1938-39,0,7,1.00,NOHA,0,7,0,0,0,0,0,23,0,3,0,0,Kirkland Lake Blue Devils
0,0,0,0,360,6,0,1939-40,0,0,2.00,X-Games,0,12,0,0,0,0,0,24,0,1,0,0,Kirkland Lake Blue Devils
0,0,0,0,2000,34,0,1940-41,0,0,3.00,QSHL,0,100,0,0,0,0,0,25,0,1,0,0,Montreal Royals
0,0,0,0,2340,39,0,1941-42,0,0,3.67,QSHL,0,143,0,0,0,0,0,26,0,0,0,0,Montreal Royals
0,0,0,0,1860,31,0,1942-43,0,0,4.19,QSHL,0,130,0,0,0,0,0,27,0,0,0,0,Montreal Royals
