shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,won,bad_start,team
0,0,0,0,0,0,0,1943-44,0,0,0,NHL,0,14,0,0,1,0,0,28,0,0,0,SC,0,MTL
0,0,0,0,373,6,0,1944-45,0,2,2.41,NHL,0,15,0,0,4,0,0,29,0,0,0,,0,MTL
0,0,0,0,581,9,0,1945-46,0,0,0,NHL,0,20,0,0,1,0,0,30,0,0,0,SC,0,MTL
0,0,0,0,0,0,0,1946-47,0,6,0,NHL,0,23,0,0,0,0,0,31,0,0,0,,0,MTL
0,0,0,0,468,7,0,1948-49,0,3,2.18,NHL,0,17,0,0,4,0,0,33,0,0,0,,0,MTL
0,0,0,0,180,3,0,1949-50,0,0,3.33,NHL,0,10,0,0,3,0,0,34,0,0,0,,0,MTL
