shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,240,4,0,1931-32,0,0,2.50,OHA-Jr.,0,10,0,0,0,0,0,16,0,1,0,0,North Toronto Juniors
0,0,0,0,120,2,0,1932-33,0,0,2.00,NOJHA,0,4,0,0,0,0,0,17,0,0,0,0,Sudbury Wolves
0,0,0,0,60,1,0,1933-34,0,0,5.00,TIHL,0,5,0,0,1,0,0,18,0,0,0,0,Torontos
0,0,3,0,350,5,0,1933-34,0,0,3.60,TMHL,0,21,0,0,2,0,0,18,0,0,0,0,Toronto British Consols
0,0,3,0,240,4,0,1936-37,0,1,2.00,NOHA,0,8,0,0,0,0,0,21,0,1,0,0,Kirkland Lake Blue Devils
0,0,0,0,120,2,0,1937-38,0,2,1.00,NOHA,0,2,0,0,0,0,0,22,0,1,0,0,Kirkland Lake Hargreaves
0,0,0,0,120,2,0,1937-38,0,0,5.50,Al-Cup,0,11,0,0,2,0,0,22,0,0,0,0,Kirkland Lake Blue Devils
0,0,0,0,120,2,0,1938-39,0,2,1.50,NOHA,0,3,0,0,0,0,0,23,0,1,0,0,Kirkland Lake Blue Devils
0,0,0,0,299,5,0,1938-39,0,3,2.41,Al-Cup,0,12,0,0,2,0,0,23,0,2,0,0,Kirkland Lake Blue Devils
0,0,2,0,1040,17,0,1939-40,0,14,2.02,Al-Cup,0,35,0,0,1,0,0,24,0,1,0,0,Kirkland Lake Blue Devils
0,0,0,0,480,8,0,1940-41,0,8,3.00,QSHL,0,24,0,0,0,0,0,25,0,1,0,0,Montreal Royals
0,0,1,0,850,14,0,1940-41,0,8,3.46,Al-Cup,0,49,0,0,5,0,0,25,0,1,0,0,Montreal Royals
0,0,0,0,240,4,0,1942-43,0,0,2.75,QSHL,0,11,0,0,0,0,0,27,0,0,0,0,Montreal Royals
