pim,team,assists,plus_minus,points,league,games_played,year,age,goals
88,Windsor Hornets,0,0,4,Can-Pro,32,1926-27,23,4
110,Windsor Hornets,3,0,8,Can-Pro,38,1927-28,24,5
75,Windsor Hornets,1,0,4,Can-Pro,41,1928-29,25,3
49,Windsor Bulldogs,2,0,8,IHL,41,1929-30,26,6
114,Windsor Bulldogs,5,0,11,IHL,47,1930-31,27,6
108,2 Teams,5,0,7,IHL,41,1931-32,28,2
59,Windsor Bulldogs,2,0,2,IHL,21,1931-32,28,0
49,Cleveland Indians,3,0,5,IHL,20,1931-32,28,2
78,Cleveland Indians,1,0,1,IHL,26,1932-33,29,0
79,Windsor/Syracuse,3,0,5,IHL,42,1933-34,30,2
59,Kansas City Greyhounds,4,0,8,AHA,41,1934-35,31,4
80,Rochester Cardinals,8,0,8,IHL,45,1935-36,32,0
64,Tulsa Oilers,6,0,15,AHA,46,1936-37,33,9
37,Tulsa Oilers,9,0,12,AHA,43,1937-38,34,3
65,Tulsa Oilers,13,0,15,AHA,48,1938-39,35,2
51,Tulsa Oilers,7,0,11,AHA,43,1939-40,36,4
67,Tulsa Oilers,7,0,10,AHA,48,1940-41,37,3
44,2 Teams,13,0,17,AHA,48,1941-42,38,4
20,Tulsa Oilers,8,0,10,AHA,33,1941-42,38,2
24,Dallas Texans,5,0,7,AHA,15,1941-42,38,2
2,Toronto Research Colonels,0,0,0,OHA-Sr.,1,1942-43,39,0
32,Toronto Dehavillands,5,0,7,TMHL,14,1942-43,39,2
