age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,5.9,1,3,0,NHL,6,0,1967-68,0,17,1,,0,2,,LAK,4
24,,17.2,4,1,-3,NHL,11,0,1968-69,1,29,5,,1,7,,LAK,6
25,,9.1,1,2,2,NHL,6,0,1969-70,1,11,1,,0,8,,NYR,3
26,,4.3,1,2,-5,NHL,12,0,1970-71,0,23,1,,0,28,,NYR,3
27,,12.5,4,5,-2,NHL,0,0,1971-72,0,32,4,,0,19,,NYR,9
28,,4.8,0,3,1,NHL,10,0,1972-73,0,21,1,,1,20,,NYR,4
29,,10.7,3,5,-1,NHL,13,0,1973-74,0,28,3,,0,16,,NYR,8
30,,0.0,0,1,1,NHL,3,0,1974-75,0,2,0,,0,11,,NYR,1
31,,0.0,0,2,0,NHL,3,0,1975-76,0,2,0,,0,2,,STL,2
32,,0.0,0,0,-2,NHL,3,0,1976-77,0,4,0,,0,2,,STL,0
