average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,20,0,0,0,0,0,0,0,0,1989-90,HAR,0,0,[],0,,1
,0,0,0,NHL,21,0,0,0,0,0,0,0,0,1990-91,HAR,0,0,[],0,,1
,10,1,0,NHL,22,5,10,-4,54,3,1,0,1,1991-92,HAR,4,6,[],7.4,,30
,3,0,0,NHL,23,1,4,0,10,2,0,0,0,1992-93,MNS,2,1,[],20.0,,10
,5,0,0,NHL,24,3,2,-4,18,0,2,0,0,1993-94,TOT,2,3,[],11.1,,15
,5,0,0,NHL,24,3,2,-4,16,0,2,0,0,1993-94,DAL,2,3,[],12.5,,13
,0,0,0,NHL,24,0,0,0,2,0,0,0,0,1993-94,BUF,0,0,[],0.0,,2
,6,1,0,NHL,26,3,16,1,23,3,0,0,0,1995-96,CHI,3,3,[],13.0,,13
,23,3,0,NHL,27,10,20,6,122,12,0,0,1,1996-97,CHI,12,11,[],9.8,,64
,15,3,1,NHL,28,2,8,-8,90,7,2,1,2,1997-98,CHI,10,5,[],11.1,,52
15:04,30,3,1,NHL,29,11,14,5,135,14,1,0,3,1998-99,WSH,16,14,[],11.9,1130,75
12:03,17,1,0,NHL,30,6,6,-1,71,7,1,2,1,1999-00,WSH,8,9,[],11.3,591,49
9:04,6,0,0,NHL,31,5,4,-3,34,1,0,0,0,2000-01,WSH,1,5,[],2.9,381,42
