bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,0,0,3.72,0,0,QAAA,0,16,0,0,0,0,0,0,98,0,1988-89,Montreal-Bourassa,12,0,1,13,27,1580
0,0,0,4.02,0,0,QMJHL,0,17,0,0,0,0,0,0,156,0,1989-90,St-Hyacinthe Laser,12,0,2,23,42,2331
0,2,0,3.30,0,0,QMJHL,0,18,0,0,0,0,0,0,162,0,1990-91,St-Hyacinthe Laser,22,0,4,22,52,2946
0,2,0,3.39,0,0,QMJHL,0,19,0,0,0,0,0,0,161,0,1991-92,St-Hyacinthe Laser,14,0,4,27,48,2846
0,0,0,4.03,0,0,AHL,0,20,0,0,0,0,0,0,131,0,1992-93,Utica Devils,13,0,5,14,32,1952
0,0,0,3.00,0,0,WC-A,0,23,0,0,0,0,0,0,9,0,1995-96,Canada,1,0,1,0,3,180
0,0,0,4.00,0,0,W-Cup,0,24,0,0,0,0,0,0,4,0,1996-97,Canada,1,0,0,0,2,60
0,0,0,1.80,0,0,Olympics,0,29,0,0,0,0,0,0,9,0,2001-02,Canada,0,0,1,4,5,300
0,1,0,1.00,0,129,W-Cup,0,32,0,124,0,0,0,0,5,.961,2004-05,Canada,0,0,0,5,5,300
0,0,0,2.86,0,218,WC-A,0,32,0,198,0,0,0,0,20,.908,2004-05,Canada,2,0,0,5,7,419
0,0,0,2.01,0,0,Olympics,0,33,0,0,0,0,0,0,8,0,2005-06,Canada,2,0,0,2,4,239
0,0,0,2.90,0,45,Olympics,0,37,0,39,0,0,0,0,6,.867,2009-10,Canada,1,0,0,1,2,124
