bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,3.35,0,85,NHL,0,19,0,75,0,0,0,0,10,.882,1991-92,NJD,1,0.4,0,0,2,4,179
0,3,"[{'link': '/awards/voting-1994.html#AS', 'name': 'AS-6'}, {'link': '/awards/calder.html#1994', 'name': None}, {'link': '/awards/voting-1994.html#vezina', 'name': 'Vezina-7'}]",0,2.40,24.90,1238,NHL,0,21,0,1133,2,0,0,81,105,.915,1993-94,NJD,11,8.9,0,8,27,47,2625
0,3,"[{'link': '/awards/voting-1995.html#vezina', 'name': 'Vezina-8'}]",2,2.45,1.27,908,NHL,0,22,0,819,2,0,0,99,89,.902,1994-95,NJD,11,5.2,2,6,19,40,2184
0,6,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-1996.html#hart', 'name': 'Hart-12'}, {'link': '/awards/voting-1996.html#vezina', 'name': 'Vezina-4'}]",1,2.34,25.49,1954,NHL,0,23,0,1781,6,0,0,87,173,.911,1995-96,NJD,0,12.8,1,12,34,77,0
0,0,"[{'link': '/awards/nhl_all_star.html#1997', 'name': None}, {'link': '/awards/voting-1997.html#hart', 'name': 'Hart-4'}, {'link': '/awards/jennings.html#1997', 'name': None}, {'link': '/awards/voting-1997.html#vezina', 'name': 'Vezina-2'}]",4,0,35.58,1633,NHL,0,24,0,1513,8,0,0,77,120,.927,1996-97,NJD,14,12.4,4,13,37,67,3838
0,10,"[{'link': '/awards/nhl_all_star.html#1998', 'name': None}, {'link': '/awards/voting-1998.html#hart', 'name': 'Hart-4'}, {'link': '/awards/jennings.html#1998', 'name': None}, {'link': '/awards/voting-1998.html#vezina', 'name': 'Vezina-2'}]",3,1.89,17.11,1569,NHL,0,25,0,1439,10,0,0,88,130,.917,1997-98,NJD,17,11.1,3,8,0,70,4128
0,4,"[{'link': '/awards/voting-1999.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-1999.html#hart', 'name': 'Hart-16'}, {'link': '/awards/voting-1999.html#vezina', 'name': 'Vezina-4'}]",4,2.29,-2.66,1728,NHL,0,26,0,1566,4,0,0,102,162,.906,1998-99,NJD,21,9.8,4,10,0,0,0
0,6,"[{'link': '/awards/voting-2000.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2000.html#hart', 'name': 'Hart-12'}, {'link': '/awards/voting-2000.html#vezina', 'name': 'Vezina-5'}]",5,2.24,10.81,1797,NHL,0,27,0,1636,16,1,0,94,161,.910,1999-00,NJD,20,12.1,4,8,0,72,4312
0,9,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2001.html#hart', 'name': 'Hart-5'}, {'link': '/awards/voting-2001.html#vezina', 'name': 'Vezina-3'}]",1,2.32,4.45,1762,NHL,0,28,0,1596,14,0,0,97,166,.906,2000-01,NJD,17,11.3,1,11,0,72,4297
0,4,"[{'link': '/awards/voting-2002.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2002.html#vezina', 'name': 'Vezina-5'}]",4,2.15,-3.33,1655,NHL,0,29,0,1499,8,0,0,102,156,.906,2001-02,NJD,26,9.8,4,9,38,0,0
0,0,"[{'link': '/awards/nhl_all_star.html#2003', 'name': None}, {'link': '/awards/voting-2003.html#hart', 'name': 'Hart-3'}, {'link': '/awards/jennings.html#2003', 'name': None}, {'link': '/awards/vezina.html#2003', 'name': None}]",0,2.02,8.52,1706,NHL,0,30,0,1559,10,0,0,95,147,.914,2002-03,NJD,23,11.4,0,9,0,73,4374
0,0,"[{'link': '/awards/nhl_all_star.html#2004', 'name': None}, {'link': '/awards/voting-2004.html#hart', 'name': 'Hart-3'}, {'link': '/awards/jennings.html#2004', 'name': None}, {'link': '/awards/vezina.html#2004', 'name': None}]",0,2.03,10.31,1845,NHL,0,31,0,1691,4,0,0,94,154,.917,2003-04,NJD,26,12.5,0,11,0,0,0
0,5,"[{'link': '/awards/nhl_all_star.html#2006', 'name': None}, {'link': '/awards/voting-2006.html#hart', 'name': 'Hart-12'}, {'link': '/awards/voting-2006.html#vezina', 'name': 'Vezina-2'}]",3,2.57,20.83,2105,NHL,0,33,0,1918,4,0,0,90,187,.911,2005-06,NJD,23,14.9,3,7,0,73,4365
