power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,1,0,0,NHL,1985-86,20,0,EDM,,0,4,1,0,1,,,0.0,0
0,7,0,0,NHL,1987-88,22,0,EDM,,0,16,-1,0,2,,SC,0.0,0
0,1,0,0,NHL,1988-89,23,0,EDM,,0,2,0,0,0,,,0,0
0,2,0,0,NHL,1989-90,24,0,EDM,,0,0,2,0,0,,SC,0,0
0,18,4,0,NHL,1990-91,25,1,EDM,,3,28,-5,0,15,,,6.7,1
0,13,5,0,NHL,1991-92,26,2,NYR,,3,0,-2,0,10,,,20.0,2
0,22,6,0,NHL,1993-94,28,0,NYR,,6,50,17,0,22,,SC,0.0,0
0,9,0,0,NHL,1994-95,29,0,NYR,,0,10,1,0,11,,,0.0,0
0,11,3,0,NHL,1995-96,30,0,NYR,,3,6,-1,0,12,,,0.0,0
0,15,1,0,NHL,1996-97,31,0,NYR,,1,34,5,0,9,,,0.0,0
