assists,team,goals,year,games_played,points,pim,age,plus_minus,league
9,Ottawa 67\'s,3,1976-77,19,12,113,17,0,OMJHL
2,Ottawa 67\'s,1,1976-77,5,3,8,17,0,M-Cup
6,Ottawa 67\'s,3,1977-78,16,9,78,18,0,OMJHL
1,Ottawa 67\'s,0,1978-79,5,1,39,19,0,OMJHL
1,New Haven Nighthawks,0,1979-80,5,1,39,20,-1,AHL
