age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,20.0,0,0,-2,NHL,2,0,1963-64,0,5,1,,0,0,,MTL,1
22,SC,0.0,0,1,-1,NHL,13,0,1964-65,0,14,0,,0,14,,MTL,1
23,SC,0.0,0,1,-3,NHL,6,0,1965-66,0,6,0,,0,31,,MTL,1
24,,4.3,0,5,5,NHL,10,0,1966-67,0,23,1,,0,15,,MTL,6
25,SC,18.8,3,2,3,NHL,12,0,1967-68,0,16,3,,0,8,,MTL,5
27,,14.3,1,1,0,NHL,6,0,1969-70,0,7,1,,0,25,,MNS,2
28,SC,6.3,1,0,-4,NHL,11,0,1970-71,0,16,1,,0,10,,MTL,1
29,,16.7,2,1,1,NHL,6,0,1971-72,0,12,2,,0,23,,MTL,3
30,SC,20.0,3,4,3,NHL,0,0,1972-73,0,15,3,,0,6,,MTL,7
31,,0.0,0,2,4,NHL,5,0,1973-74,0,6,0,,0,11,,MTL,2
32,,14.3,1,1,2,NHL,2,0,1974-75,0,7,1,,0,0,,STL,2
33,,0.0,0,0,0,NHL,3,0,1975-76,0,1,0,,0,0,,STL,0
34,,14.3,1,0,-1,NHL,4,0,1976-77,0,7,1,,0,0,,STL,1
