league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,13,0,22,0,2,0,,MTL,[],0,0,2,0,0,0,1964-65,,0,6,0,0
NHL,63,0,23,0,10,0,,NYR,"[{'link': '/awards/voting-1966.html#calder', 'name': 'Calder-5'}]",0,7,3,0,7,0,1965-66,,0,42,0,0
NHL,4,0,24,0,1,0,,MTL,[],0,0,1,0,0,0,1966-67,,0,2,0,0
NHL,31,1,25,79,12,2,,PHI,[],8.9,6,5,-2,7,0,1967-68,,1,22,0,3
NHL,66,2,26,166,14,0,,PHI,[],4.8,6,6,-20,8,1,1968-69,,1,49,1,5
NHL,59,0,27,102,16,1,,PHI,[],5.9,5,10,-9,6,0,1969-70,,1,69,1,8
NHL,73,2,28,135,13,0,,PHI,[],4.4,4,7,-14,6,2,1970-71,,0,69,0,7
NHL,2,0,29,1,0,0,,BOS,[],0.0,0,0,0,0,0,1971-72,,0,2,0,0
WHA,23,0,30,0,9,0,,NYW,[],0,2,7,0,2,0,1972-73,,0,24,0,0
WHA,34,0,31,0,7,0,,NYJ,[],0,2,5,0,2,0,1973-74,,0,18,0,0
