assists,year,games_played,points,goals,team,age,pim,plus_minus,league
6,1983-84,21,20,14,Prince Albert Midget Raiders,17,69,0,SMHL
11,1984-85,40,19,8,Prince Albert Raiders,18,133,0,WHL
21,1985-86,59,41,20,Prince Albert Raiders,19,198,0,WHL
21,1986-87,47,34,13,Prince Albert Raiders,20,240,0,WHL
17,1987-88,59,26,9,Springfield Indians,21,355,0,AHL
4,1987-88,8,7,3,Peoria Rivermen,21,18,0,IHL
12,1988-89,67,24,12,Springfield Indians,22,360,0,AHL
20,1989-90,43,30,10,Springfield Indians,23,129,0,AHL
0,1990-91,2,0,0,Hershey Bears,24,0,0,AHL
5,1990-91,15,8,3,San Diego Gulls,24,85,0,IHL
13,1991-92,31,17,4,Hershey Bears,25,114,0,AHL
