power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,4,0,0,NHL,1963-64,21,0,CBH,,0,0,-1,0,1,,,0.0,0
0,13,6,0,NHL,1964-65,22,3,CBH,,3,15,2,0,32,,,9.4,0
0,6,2,0,NHL,1965-66,23,1,CBH,,1,2,0,0,13,,,7.7,0
0,6,0,0,NHL,1966-67,24,0,CBH,,0,7,-2,0,11,,,0.0,0
0,4,3,0,NHL,1967-68,25,0,BOS,,3,0,0,0,17,,,0.0,0
0,10,0,0,NHL,1968-69,26,0,BOS,,0,8,6,0,0,,,12.7,3
0,14,0,2,NHL,1969-70,27,0,BOS,,0,16,12,0,72,,SC,18.1,0
2,7,10,0,NHL,1970-71,28,3,BOS,,7,6,0,0,54,,,5.6,1
2,15,0,0,NHL,1971-72,29,0,BOS,,15,24,16,0,0,,SC,8.9,0
0,2,1,0,NHL,1972-73,30,0,BOS,,1,2,-4,0,5,,,0.0,0
4,16,14,2,NHL,1973-74,31,9,BOS,,5,25,-2,0,73,,,12.3,5
1,3,5,0,NHL,1974-75,32,4,BOS,,1,0,2,0,19,,,21.1,3
0,3,1,0,NHL,1977-78,35,0,NYR,,1,5,-1,0,7,,,0.0,0
2,0,20,2,NHL,1978-79,36,8,NYR,,12,20,-1,0,37,,,21.6,6
1,9,6,1,NHL,1979-80,37,3,NYR,,3,8,-2,0,30,,,10.0,2
