age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,0,0,NHL,1,0,1977-78,0,1,0,,0,5,,NYR,0
21,,0.0,0,6,4,NHL,0,0,1978-79,0,27,0,,0,29,,NYR,6
22,,0.0,0,2,-2,NHL,9,0,1979-80,0,19,0,,0,8,,NYR,2
23,,0.0,0,1,2,NHL,5,0,1980-81,0,8,0,,0,6,,QUE,1
24,,6.3,1,2,1,NHL,13,0,1981-82,0,16,1,,0,44,,QUE,3
26,,5.0,1,4,7,NHL,9,0,1983-84,0,20,1,,0,6,,QUE,5
27,,0.0,0,8,-9,NHL,18,0,1984-85,0,42,0,,0,12,,QUE,8
28,,8.3,0,4,-2,NHL,3,0,1985-86,0,12,1,,1,6,,WIN,5
29,,7.1,1,3,2,NHL,10,0,1986-87,1,14,1,,0,23,,WIN,4
30,,0.0,0,4,-3,NHL,5,0,1987-88,0,9,0,,0,6,,WIN,4
33,,0.0,0,0,0,NHL,9,0,1990-91,0,9,0,,0,37,,STL,0
