assists,year,games_played,points,goals,team,age,pim,plus_minus,league
29,1989-90,42,48,19,Milton Merchants,17,2,0,ON-Jr.B
41,1990-91,34,62,21,Milton Merchants,18,22,0,ON-Jr.B
33,1991-92,41,66,33,Milton Merchants,19,20,0,ON-Jr.B
18,1992-93,37,30,12,U. of Massachusetts-Lowell,20,14,0,H-East
12,1993-94,40,18,6,U. of Massachusetts-Lowell,21,12,0,H-East
15,1994-95,40,42,27,U. of Massachusetts-Lowell,22,24,0,H-East
28,1995-96,40,51,23,U. of Massachusetts-Lowell,23,10,0,H-East
8,1996-97,13,11,3,Wheeling Nailers,24,26,0,ECHL
8,1996-97,56,19,11,Hamilton Bulldogs,24,39,0,AHL
35,1997-98,79,63,28,Hamilton Bulldogs,25,20,28,AHL
29,1998-99,66,47,18,Hamilton Bulldogs,26,10,-7,AHL
5,1999-00,10,5,0,Lowell Lock Monsters,27,4,0,AHL
9,1999-00,53,22,13,2 Teams,27,14,-3,IHL
1,1999-00,9,5,4,Cleveland Lumberjacks,27,2,4,IHL
8,1999-00,44,17,9,Houston Aeros,27,12,-7,IHL
28,2000-01,65,56,28,Lowell Lock Monsters,28,33,2,AHL
3,2000-01,8,5,2,Cleveland Lumberjacks,28,2,3,IHL
25,2001-02,79,51,26,Hershey Bears,29,22,-4,AHL
20,2002-03,63,36,16,2 Teams,30,20,-30,AHL
16,2002-03,51,30,14,Lowell Lock Monsters,30,18,-28,AHL
4,2002-03,12,6,2,Springfield Falcons,30,2,-2,AHL
23,2003-04,67,33,10,St. John\'s Maple Leafs,31,17,-14,AHL
47,2004-05,60,76,29,Danbury Trashers,32,12,25,UHL
55,2005-06,61,72,17,Danbury Trashers,33,26,33,UHL
2,2006-07,13,7,5,Elmira Jackals,34,8,-9,UHL
