assists,year,games_played,points,goals,team,age,pim,plus_minus,league
5,1996-97,19,9,4,Hamilton Bulldogs,24,0,0,AHL
3,1997-98,9,9,6,Hamilton Bulldogs,25,0,0,AHL
3,1998-99,11,3,0,Hamilton Bulldogs,26,4,0,AHL
2,1999-00,7,3,1,Lowell Lock Monsters,27,6,0,AHL
1,2000-01,3,1,0,Lowell Lock Monsters,28,2,0,AHL
1,2001-02,8,2,1,Hershey Bears,29,4,0,AHL
2,2002-03,6,2,0,Springfield Falcons,30,2,-3,AHL
8,2004-05,11,10,2,Danbury Trashers,32,0,3,UHL
1,2004-05,7,1,0,Providence Bruins,32,2,1,AHL
9,2005-06,18,11,2,Danbury Trashers,33,6,1,UHL
