assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Saskatoon Tigers,4,1932-33,3,5,0,18,0,N-SJHL
2,Saskatoon Wesleys,3,1933-34,4,5,0,19,0,N-SJHL
4,Sudbury Cub Wolves,9,1934-35,10,13,8,20,0,NOJHA
6,Sudbury Frood Miners,7,1935-36,10,13,15,21,0,NBHL
5,Sudbury Frood Miners,18,1936-37,15,23,10,22,0,NBHL
10,Providence Reds,13,1937-38,40,23,0,23,0,IAHL
5,Hershey Bears,1,1940-41,5,6,4,26,0,AHL
0,Springfield Indians,0,1941-42,1,0,0,27,0,AHL
8,Pittsburgh Hornets,7,1945-46,13,15,0,31,0,AHL
36,Pittsburgh Hornets,26,1946-47,62,62,42,32,0,AHL
22,Pittsburgh Hornets,10,1947-48,63,32,14,33,0,AHL
30,Regina Capitals,23,1948-49,43,53,11,34,0,WCSHL
21,Regina Capitals,17,1949-50,50,38,16,35,0,WCSHL
5,Regina Capitals,3,1950-51,22,8,6,36,0,MCMHL
11,Regina Capitals,7,1951-52,17,18,16,37,0,SSHL
