even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,0,BOS,0,0,23,0,,NHL,0,0,,1937-38,1,0,,0,0,0
0,3,BOS,6,12,24,0,,NHL,0,0,,1938-39,0,0,SC,0,9,0
0,0,BOS,0,0,25,0,,NHL,0,0,,1939-40,3,0,,0,0,0
0,1,BOS,1,0,26,0,,NHL,0,0,,1940-41,8,0,SC,0,2,0
0,0,TOR,3,0,28,0,,NHL,0,0,,1942-43,6,0,,0,3,0
0,3,TOR,2,6,30,0,,NHL,0,0,,1944-45,13,0,SC,0,5,0
