average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,34,0,2,WHA,19,0,35,1,138,11,0,0,0,1978-79,BRB,13,21,[],9.4,,60
,10,1,0,NHL,20,4,18,11,60,1,2,0,3,1979-80,MTL,3,7,[],5.0,,34
,21,1,0,NHL,21,7,22,5,133,2,3,0,9,1980-81,MTL,5,16,[],3.8,,55
,24,3,0,NHL,22,8,28,10,89,3,3,0,10,1981-82,MTL,6,18,[],6.7,,34
,37,2,0,NHL,23,14,18,17,155,6,5,0,12,1982-83,TOT,11,26,[],7.1,,67
,9,1,0,NHL,23,5,8,10,60,0,1,0,3,1982-83,MTL,1,8,[],1.7,,22
,28,1,0,NHL,23,9,10,7,95,6,4,0,9,1982-83,TOR,10,18,[],10.5,,45
,27,0,0,NHL,24,13,16,-30,125,3,4,0,7,1983-84,TOR,7,20,[],5.6,,59
,2,0,0,NHL,25,1,0,-7,17,0,0,0,1,1984-85,TOR,0,2,[],0.0,,5
,26,0,0,NHL,26,10,12,-10,77,1,7,0,8,1985-86,MTL,8,18,[],10.4,,34
,45,2,0,NHL,27,15,21,-2,173,4,7,0,19,1986-87,MTL,11,34,[],6.4,,66
,30,0,0,NHL,28,14,20,1,133,4,3,0,9,1987-88,TOT,7,23,[],5.3,,70
,1,0,0,NHL,28,1,2,1,2,0,0,0,0,1987-88,MTL,0,1,[],0.0,,2
,29,0,0,NHL,28,13,18,0,131,4,3,0,9,1987-88,STL,7,22,[],5.3,,68
,13,0,0,NHL,29,3,6,1,98,1,2,0,7,1988-89,STL,3,10,[],3.1,,52
