pim,team,assists,plus_minus,points,league,games_played,year,age,goals
74,North Bay Trappers,27,0,38,ON-Jr.A,41,1974-75,15,11
94,Kitchener Rangers,31,0,44,OMJHL,66,1975-76,16,13
134,Kitchener Rangers,62,0,75,OMJHL,59,1976-77,17,13
68,2 Teams,43,0,67,OMJHL,61,1977-78,18,24
31,Kitchener Rangers,24,0,37,OMJHL,32,1977-78,18,13
37,Hamilton Fincups,19,0,30,OMJHL,29,1977-78,18,11
17,Nova Scotia Voyageurs,27,0,38,AHL,30,1979-80,20,11
19,2 Teams,26,0,36,AHL,57,1984-85,25,10
13,St. Catharines Saints,12,0,19,AHL,36,1984-85,25,7
6,Sherbrooke Canadiens,14,0,17,AHL,21,1984-85,25,3
14,Sherbrooke Canadiens,20,0,31,AHL,42,1985-86,26,11
0,EHC Biel-Bienne,20,0,37,Swiss,36,1989-90,30,17
0,EHC Biel-Bienne,7,0,8,Swiss,13,1990-91,31,1
24,HC Lugano,19,0,29,Swiss,38,1991-92,32,10
28,HC Gardena,19,0,29,Alpenliga,30,1992-93,33,10
12,HC Gardena,21,0,23,Italy,16,1992-93,33,2
6,HC Gardena,15,0,20,Alpenliga,27,1993-94,34,5
14,HC Gardena,14,0,17,Italy,19,1993-94,34,3
4,Fredericton Canadiens,6,0,9,AHL,19,1994-95,35,3
18,Fredericton Canadiens,21,0,23,AHL,39,1995-96,36,2
6,Chesapeake Icebreakers,4,4,4,ECHL,5,1998-99,39,0
