average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,10,0,0,NHL,20,8,49,-7,59,1,1,0,0,1975-76,DET,2,8,[],3.4,,38
,16,0,0,NHL,21,8,112,-43,139,2,1,0,5,1976-77,DET,3,13,[],2.2,,0
,9,0,0,NHL,22,5,94,-12,71,1,1,0,2,1977-78,DET,2,7,[],2.8,,63
,3,0,0,NHL,23,3,8,1,7,0,0,0,0,1978-79,DET,0,3,[],0.0,,9
,14,0,0,NHL,24,8,72,-26,79,3,0,0,3,1979-80,WIN,3,11,[],3.8,,63
,3,0,0,NHL,25,1,21,-19,16,1,0,0,1,1980-81,WIN,1,2,[],6.3,,29
