pim,team,assists,plus_minus,points,league,games_played,year,age,goals
7,Edmonton Athletic Club,3,0,3,AAHA,9,1934-35,18,0
7,Coleman Canadians,6,0,17,CnSHL,10,1935-36,19,11
0,Coleman Canadians,3,0,8,Exhib.,5,1936-37,20,5
6,Coleman Canadians,12,0,23,CnSHL,11,1936-37,20,11
6,Kirkland Lake Hargreaves,14,0,17,NOHA,9,1937-38,21,3
17,Pittsburgh Hornets,22,0,31,IAHL,48,1938-39,22,9
9,Indianapolis Capitols,16,0,23,IAHL,17,1939-40,23,7
7,Indianapolis Capitols,12,0,20,AHL,24,1940-41,24,8
15,Indianapolis Capitols,18,0,39,AHL,41,1941-42,25,21
9,Indianapolis Capitols,37,0,61,AHL,56,1942-43,26,24
0,Winnipeg RCAF,2,0,5,WNDHL,4,1944-45,28,3
0,Calgary Stampeders,4,0,16,WCSHL,12,1945-46,29,12
22,Lethbridge Maple Leafs,44,0,59,WCSHL,35,1946-47,30,15
2,Regina Capitals,24,0,41,WCSHL,32,1947-48,31,17
0,Regina Capitals,0,0,0,WCSHL,1,1948-49,32,0
