assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1916-17,9,7,7,Hamilton 227th Battalion,21,0,0,OHA-Sr.
1,1919-20,11,4,3,Edmonton Eskimos,24,6,0,Big-4
4,1920-21,9,7,3,Sault Ste. Marie Greyhounds,25,18,0,NOHA
4,1920-21,14,12,8,Sault Ste. Marie Greyhounds,25,0,0,NMHL
3,1921-22,8,12,9,Sault Ste. Marie Greyhounds,26,12,0,NOHA
4,1921-22,11,13,9,Sault Ste. Marie Greyhounds,26,0,0,NMHL
0,1922-23,7,3,3,Sault Ste. Marie Greyhounds,27,25,0,NOHA
2,1923-24,7,10,8,Sault Ste. Marie Greyhounds,28,18,0,NOHA
2,1925-26,32,10,8,Sault Ste. Marie Greyhounds,30,40,0,CHL
0,1926-27,1,0,0,Stratford Nationals,31,2,0,Can-Pro
0,1926-27,6,1,1,Detroit Greyhounds,31,13,0,AHA
2,1927-28,26,3,1,Minneapolis Millers,32,32,0,AHA
1,1928-29,22,2,1,Philadelphia Arrows,33,20,0,Can-Am
1,1929-30,15,5,4,2 Teams,34,18,0,IHL
1,1929-30,12,5,4,London Panthers,34,16,0,IHL
0,1929-30,3,0,0,Toronto Millionaires,34,2,0,IHL
9,1930-31,39,14,5,Buffalo Majors,35,90,0,AHA
2,1931-32,37,7,5,2 Teams,36,51,0,AHA
2,1931-32,16,6,4,Buffalo Majors,36,21,0,AHA
0,1931-32,21,1,1,Tulsa Oilers,36,30,0,AHA
1,1934-35,5,1,0,Falconbridge Falcons,39,8,0,NOHA
