assists,team,goals,year,games_played,points,pim,age,plus_minus,league
57,HC Vsetin U17,57,1998-99,46,114,0,15,0,CzR-U17
31,HC Vsetin Jr.,29,1999-00,53,60,75,16,0,CzRep-Jr.
1,HC Slovnaft Viva Vsetin,0,1999-00,2,1,0,16,0,CzRep
2,Czech Republic,0,1999-00,6,2,8,16,-2,WJ18-A
1,Vsetin HC,0,1999-00,2,1,0,16,0,Czech
14,HC Vsetin Jr.,8,2000-01,16,22,16,17,0,CzRep-Jr.
5,2 Teams,6,2000-01,37,11,22,17,0,CzRep
4,Vsetin HC,1,2000-01,22,5,10,17,3,Czech
1,Havirov Femax HC,5,2000-01,15,6,12,17,8,Czech
4,HC Slovnaft Vsetin,1,2000-01,22,5,10,17,0,CzRep
1,HC Femax Havirov,5,2000-01,15,6,12,17,0,CzRep
31,HC Vsetin,15,2001-02,46,46,54,18,0,CzRep
2,Czech Republic,1,2001-02,7,3,0,18,1,WJC-A
7,HC Bili Tygri Liberec,9,2001-02,13,16,10,18,0,CzRep-2
2,HC Olomouc,0,2001-02,1,2,4,18,0,CzRep-3
7,Czech Republic,7,2001-02,8,14,8,18,5,WJ18-A
31,Vsetin HC,15,2001-02,46,46,54,18,-1,Czech
5,Kazan Ak-Bars,1,2002-03,11,6,12,19,-1,Russia
27,HC Vsetin,19,2002-03,30,46,22,19,0,CzRep
5,Ak Bars Kazan,1,2002-03,11,6,12,19,0,Russia
4,Czech Republic,2,2002-03,9,6,2,19,0,WC-A
4,Czech Republic,3,2002-03,6,7,2,19,0,WJC-A
27,Vsetin HC,19,2002-03,30,46,22,19,-7,Czech
32,Grand Rapids Griffins,17,2003-04,57,49,46,20,16,AHL
3,Czech Republic,2,2003-04,7,5,6,20,0,WJC-A
22,Grand Rapids Griffins,12,2004-05,52,34,10,21,1,AHL
2,HC Vsetin,5,2004-05,7,7,10,21,0,CzRep
2,Vsetin HC,5,2004-05,7,7,10,21,-1,Czech
61,Grand Rapids Griffins,36,2005-06,76,97,56,22,5,AHL
35,Moscow Dynamo,19,2009-10,54,54,18,26,-4,KHL
35,Dynamo Moscow,19,2009-10,54,54,18,26,0,KHL
1,Prague Lev,0,2012-13,4,1,2,29,0,KHL
1,HC Lev Praha,0,2012-13,4,1,2,29,0,KHL
2,HC Ocelari Trinec,3,2012-13,4,5,4,29,0,CzRep
1,Czech Republic,4,2012-13,8,5,6,29,-3,WC-A
2,Trinec Ocelari HC,3,2012-13,4,5,4,29,0,Czech
3,Czech Republic (all),1,2013-14,13,4,10,30,-2,Internationa
3,Czech Republic,1,2013-14,10,4,8,30,-1,WC
0,Czech Republic,0,2013-14,3,0,2,30,-1,EHT
