shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
12.5,0,2003-04,10,2,98,0,0,0,8,0,0,-1,2,DET,1,0,0,20,0,NHL,0,0,8:10,0,12,0,3,[],1
0.0,0,2005-06,2,0,29,0,0,0,3,0,0,0,0,DET,0,0,0,22,0,NHL,0,0,7:13,0,4,0,0,[],0
14.0,0,2006-07,36,8,763,0,0,0,107,2,12,16,10,DET,15,0,0,23,4,NHL,0,0,10:02,0,76,0,25,[],3
9.9,16,2007-08,26,17,1067,0,17,203,131,12,10,11,29,DET,13,21,38.5,24,2,NHL,0,8,13:10,25,81,10,42,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-55'}, {'link': '/awards/voting-2008.html#selke', 'name': 'Selke-65'}]",3
14.8,16,2008-09,16,12,1119,0,25,249,155,22,17,7,34,DET,23,15,42.9,25,2,NHL,0,8,13:39,20,82,12,57,"[{'link': '/awards/voting-2009.html#byng', 'name': 'Byng-27'}]",6
9.5,39,2010-11,28,18,997,0,32,185,105,9,7,-7,27,DET,10,30,44.3,27,2,NHL,0,11,13:40,35,73,31,37,[],3
19.7,5,2011-12,42,17,1269,0,26,221,127,8,23,10,25,DET,25,21,28.6,28,2,NHL,0,15,15:40,48,81,2,50,[],2
17.9,21,2012-13,22,14,721,0,17,101,56,3,5,-13,17,CGY,10,22,32.3,29,0,NHL,0,5,17:10,16,42,10,27,[],5
15.6,18,2013-14,16,26,1413,0,39,204,109,11,15,4,37,CGY,17,29,18.2,30,1,NHL,0,15,18:51,35,75,4,54,[],2
19.6,25,2014-15,14,35,1405,0,32,270,158,10,25,17,45,CGY,31,43,45.7,31,5,NHL,0,14,18:01,27,78,21,76,"[{'link': '/awards/voting-2015.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2015.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-2015.html#AS', 'name': 'AS-7'}, {'link': '/awards/byng.html#2015', 'name': None}, {'link': '/awards/voting-2015.html#hart', 'name': 'Hart-13'}]",6
14.7,15,2015-16,27,23,1135,0,25,180,109,7,13,-1,30,TOT,16,23,42.3,32,1,NHL,0,7,15:46,28,72,11,46,"[{'link': '/awards/voting-2016.html#byng', 'name': 'Byng-56'}]",3
12.5,11,2015-16,17,18,882,0,19,133,80,7,9,-1,25,CGY,10,18,45.0,32,0,NHL,0,4,16:39,14,53,9,35,"[{'link': '/awards/voting-2016.html#byng', 'name': 'Byng-56'}]",1
20.7,4,2015-16,10,5,253,0,6,47,29,0,4,0,5,FLA,6,5,33.3,32,1,NHL,0,3,13:18,14,19,2,11,"[{'link': '/awards/voting-2016.html#byng', 'name': 'Byng-56'}]",2
11.1,2,2016-17,4,8,379,0,7,55,27,0,2,-3,8,DAL,3,12,60.0,33,1,NHL,0,3,11:51,9,32,3,11,[],1
