average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,20,0,4,0,0,0,0,0,0,1930-31,MTM,0,0,[],0,,14
,25,0,0,NHL,21,0,44,0,0,0,0,0,0,1931-32,MTM,12,13,[],0,,47
,28,0,0,NHL,22,0,26,0,0,0,0,0,0,1932-33,MTM,11,17,[],0,,48
,9,0,0,NHL,23,0,19,0,0,0,0,0,0,1933-34,MTM,4,5,[],0,,37
,29,0,0,NHL,24,0,45,0,0,0,0,0,0,1934-35,STE,11,18,[],0,,48
,26,0,0,NHL,25,0,39,0,0,0,0,0,0,1935-36,TOT,10,16,[],0,,0
,16,0,0,NHL,25,0,7,0,0,0,0,0,0,1935-36,NYR,4,12,[],0,,30
,10,0,0,NHL,25,0,32,0,0,0,0,0,0,1935-36,CBH,6,4,[],0,,22
,14,0,0,NHL,26,0,20,0,0,0,0,0,0,1936-37,CBH,7,7,[],0,,34
,4,0,0,NHL,27,0,6,0,0,0,0,0,0,1937-38,CBH,1,3,[],0,,19
