assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1990-91,9,1,0,Fredericton Canadiens,22,11,0,AHL
0,1991-92,5,0,0,Salt Lake Golden Eagles,23,13,0,IHL
0,1996-97,3,0,0,Las Vegas Thunder,28,2,0,IHL
8,1997-98,20,9,1,Chicago Wolves,29,32,0,IHL
3,1998-99,10,5,2,Chicago Wolves,30,8,0,IHL
1,1999-00,3,1,0,Chicago Wolves,31,2,0,IHL
2,2000-01,16,4,2,Chicago Wolves,32,16,0,IHL
0,2001-02,4,0,0,Nurnberg Ice Tigers,33,6,0,Germany
2,2002-03,5,2,0,Nurnberg Ice Tigers,34,8,0,Germany
1,2003-04,6,1,0,Nurnberg Ice Tigers,35,8,0,Germany
