bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,3.00,0,5,NHL,0,24,0,4,0,0,0,0,1,.800,2001-02,NJD,0,0.0,0,0,0,2,20
0,2,[],0,1.01,0,84,NHL,0,26,0,80,0,0,0,0,4,.952,2003-04,NJD,1,0.9,0,0,3,4,238
0,0,[],0,3.35,0,295,NHL,0,28,0,260,0,0,0,0,35,.881,2005-06,NJD,4,1.2,0,2,3,13,627
0,0,[],0,3.15,0,144,NHL,0,29,0,128,0,0,0,0,16,.889,2006-07,NJD,1,0.6,0,2,1,6,305
1,0,[],0,3.90,0,62,NHL,0,30,.000,52,0,0,2,0,10,.839,2007-08,TOR,1,-0.1,0,0,1,3,154
5,2,[],0,2.39,10.14,1138,NHL,22,31,.564,1044,2,0,39,90,94,.917,2008-09,NJD,13,7.9,0,1,25,40,2356
3,1,[],0,2.91,0.27,668,NHL,10,32,.500,609,0,0,20,100,59,.912,2009-10,FLA,8,4.0,0,2,9,23,1215
4,1,[],1,2.62,-1.43,833,NHL,10,33,.400,759,2,0,25,102,74,.911,2010-11,FLA,11,4.8,1,7,8,31,1696
5,1,[],1,2.57,-0.16,773,NHL,16,34,.640,706,0,0,25,100,67,.913,2011-12,FLA,6,4.7,1,6,14,30,1566
4,0,[],0,3.67,-15.92,421,NHL,3,35,.273,368,0,0,11,143,53,.874,2012-13,FLA,7,0.7,0,2,3,19,866
3,0,[],1,3.09,-7.88,454,NHL,6,36,.429,407,0,0,14,120,47,.896,2013-14,FLA,7,1.8,1,1,6,17,914
0,0,[],0,4.71,0,54,NHL,0,37,.000,46,0,0,1,0,8,.852,2014-15,NJD,0,-0.1,0,1,0,3,102
