year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2001-02,19,11,8,17,0,CHA,37,University of Alabama in Huntsville,28
2002-03,20,21,30,20,0,CHA,35,University of Alabama in Huntsville,41
2003-04,21,19,46,31,0,CHA,31,University of Alabama in Huntsville,50
2004-05,22,22,53,18,0,CHA,30,University of Alabama in Huntsville,40
2004-05,22,3,2,5,0,UHL,12,Motor City Mechanics,8
2005-06,23,10,37,27,8,AHL,62,Chicago Wolves,37
2005-06,23,0,0,0,0,ECHL,1,Gwinnett Gladiators,0
2006-07,24,11,20,18,-3,AHL,62,2 Teams,29
2006-07,24,7,14,8,3,AHL,41,Chicago Wolves,15
2006-07,24,4,6,10,-6,AHL,21,Philadelphia Phantoms,14
2007-08,25,23,56,39,6,AHL,67,Philadelphia Phantoms,62
2008-09,26,29,26,40,17,AHL,64,Philadelphia Phantoms,69
2009-10,27,12,40,34,1,AHL,73,Adirondack Phantoms,46
2010-11,28,15,38,40,6,AHL,66,Chicago Wolves,55
2011-12,29,23,24,29,0,Germany,52,ERC Ingolstadt,52
2012-13,30,10,49,32,0,Germany,51,ERC Ingolstadt,42
