assists,team,goals,year,games_played,points,pim,age,plus_minus,league
14,Windsor Hettche,16,1948-49,31,30,17,19,0,IHL
11,Windsor Spitfires,9,1949-50,41,20,15,20,0,OHA-Jr.
24,New York Rovers,15,1950-51,53,39,55,21,0,EAHL
1,Cincinnati Mohawks,0,1951-52,2,1,0,22,0,AHL
34,New York Rovers,21,1951-52,59,55,15,22,0,EAHL
0,Saskatoon Quakers,0,1952-53,1,0,2,23,0,WHL
52,Troy Uncle Sam Trojans,27,1952-53,59,79,23,23,0,EAHL
23,Saskatoon Quakers,15,1953-54,65,38,35,24,0,WHL
6,Saskatoon/Vancouver,3,1954-55,22,9,2,25,0,WHL
1,Valleyfield Braves,1,1954-55,6,2,4,25,0,QHL
0,Regina Regals,0,1955-56,3,0,0,26,0,WHL
12,Nelson Maple Leafs,10,1955-56,29,22,12,26,0,WIHL
16,Harringay Racers,15,1956-57,30,31,14,27,0,Aut-Cup
10,Harringay Racers,11,1956-57,15,21,18,27,0,Britain
30,Moncton Beavers,19,1961-62,33,49,10,32,0,NSSHL
