assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,St. Michael\'s Majors,0,1953-54,1,0,0,17,0,OHA-Jr.
3,St. Michael\'s Majors,2,1954-55,5,5,2,18,0,OHA-Jr.
8,St. Michael\'s Majors,5,1955-56,8,13,2,19,0,OHA-Jr.
0,New Westminster Royals,1,1957-58,4,1,2,21,0,WHL
1,Rochester Americans,0,1958-59,4,1,0,22,0,AHL
6,Rochester Americans,4,1959-60,11,10,14,23,0,AHL
4,Buffalo Bisons,3,1964-65,9,7,23,28,0,AHL
1,Vancouver Canucks,4,1968-69,6,5,4,32,0,WHL
