assists,team,goals,year,games_played,points,pim,age,plus_minus,league
7,University of New Brunswick,7,1971-72,18,14,38,17,0,AUAA
11,University of New Brunswick,21,1972-73,19,32,82,18,0,AUAA
47,Kingston Canadians,33,1973-74,62,80,121,19,0,OHA-Jr.
0,Port Huron Flags,1,1974-75,8,1,6,20,0,IHL
37,Winston-Salem Polar Bears,33,1974-75,62,70,112,20,0,SHL
44,Providence Reds,37,1975-76,69,81,77,21,0,AHL
25,New Haven Nighthawks,21,1976-77,65,46,90,22,0,AHL
25,New Haven Nighthawks,15,1977-78,65,40,44,23,0,AHL
26,Innsbrucker EV,42,1978-79,34,68,0,24,0,Austria
34,EC Innsbruck,37,1979-80,39,71,63,25,0,Austria
48,EC Innsbruck,28,1980-81,33,76,70,26,0,Austria
19,Vienna EV,41,1981-82,38,60,0,27,0,Austria
3,Austria,2,1981-82,7,5,6,27,0,WC-B
8,Austria,8,1982-83,7,16,0,28,0,WC-B
32,EC Innsbruck,36,1983-84,28,68,0,29,0,Austria
57,EC Innsbruck,44,1984-85,39,101,36,30,0,Austria
1,Austria,2,1984-85,7,3,10,30,0,WEC-B
24,EC Innsbruck,27,1985-86,36,51,83,31,0,Austria
3,Austria,3,1985-86,7,6,0,31,0,WEC-B
36,EC Innsbruck,39,1986-87,38,75,50,32,0,Austria
20,Salzburger EC,31,1987-88,34,51,24,33,0,Austria
41,EC VSV Villach,38,1988-89,46,79,0,34,0,Austria
39,Innsbrucker EV,36,1989-90,33,75,55,35,0,Austria
44,Innsbrucker EV,38,1990-91,68,82,45,36,0,Austria
30,Innsbrucker EV,21,1991-92,42,51,0,37,0,Austria
9,EC Graz,4,1992-93,25,13,0,38,0,Austria
