giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,4,0,22,0,0,5,0,0,0,19,BOS,0,0,[],0.0,0,0,0,0,0,0,2006-07,0,4:46,0,0,0,0
7,NHL,43,0,24,213,93,56,4,83,0,520,NYI,22,50.3,[],3.6,1,2,-11,2,216,1,2008-09,41,12:05,0,49,0,2
14,NHL,71,0,25,266,154,92,10,117,0,951,TOT,30,54.5,[],2.2,2,8,-17,2,318,0,2009-10,90,13:24,0,56,0,8
6,NHL,39,0,25,106,85,48,6,58,0,505,NYI,19,49.5,[],2.1,1,5,-14,1,104,0,2009-10,54,12:56,0,39,0,5
8,NHL,32,0,25,160,69,44,4,59,0,447,TBL,11,57.2,[],2.3,1,3,-3,1,214,0,2009-10,36,13:58,0,17,0,3
14,NHL,79,2,26,304,204,123,25,115,1,1192,TBL,35,54.2,[],8.1,9,15,-6,10,360,1,2010-11,81,15:05,0,29,0,14
14,NHL,68,1,27,299,135,85,15,107,0,1008,TBL,29,49.5,[],10.6,9,6,-23,9,293,0,2011-12,56,14:49,0,21,0,6
12,NHL,45,0,28,295,102,58,15,85,0,645,TBL,21,51.2,"[{'link': '/awards/voting-2013.html#selke', 'name': 'Selke-45'}]",12.1,7,8,-2,7,310,0,2012-13,31,14:20,0,17,0,8
9,NHL,81,1,29,478,164,105,16,114,0,1042,TBL,28,50.9,[],8.6,7,7,3,9,496,2,2013-14,45,12:52,0,27,0,7
21,NHL,80,3,30,496,150,87,18,204,0,1066,ANA,26,52.9,[],5.7,4,13,0,5,557,1,2014-15,52,13:19,0,39,0,13
14,NHL,49,0,31,216,76,42,6,103,0,568,ANA,7,52.1,[],7.1,2,3,-1,3,235,1,2015-16,40,11:36,0,47,0,3
5,NHL,30,0,32,115,34,19,2,69,0,312,ANA,6,53.1,[],5.3,1,1,4,1,130,0,2016-17,9,10:23,0,14,0,1
