age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,18.2,1,1,0,NHL,12,0,1987-88,0,11,2,,1,44,,NJD,3
21,,18.8,2,3,0,NHL,6,0,1989-90,1,16,3,,1,20,,NJD,6
22,,15.0,1,5,3,NHL,7,0,1990-91,0,20,3,,2,12,,NJD,8
23,,11.8,1,3,0,NHL,6,0,1991-92,0,17,2,,1,14,,STL,5
24,,11.1,2,3,0,NHL,11,0,1992-93,0,36,4,,2,18,,STL,7
25,,10.0,2,5,6,NHL,4,0,1993-94,0,20,2,,0,4,,STL,7
26,,17.4,3,5,2,NHL,5,0,1994-95,1,23,4,,1,14,,STL,9
28,SC,11.0,7,8,8,NHL,0,0,1996-97,2,0,9,,2,43,,DET,17
29,SC,8.3,2,4,5,NHL,20,0,1997-98,2,60,5,,3,22,,DET,9
30,,9.7,2,7,2,NHL,10,0,1998-99,1,31,3,185,1,6,,DET,10
31,,7.3,3,2,0,NHL,9,0,1999-00,0,41,3,158,0,10,,DET,5
32,,16.7,2,2,3,NHL,2,0,2000-01,1,12,2,42,0,0,,DET,4
33,SC,10.3,7,11,5,NHL,0,0,2001-02,2,78,8,439,1,20,,DET,19
34,,5.9,0,1,-1,NHL,4,0,2002-03,0,17,1,88,1,4,,DET,2
35,,2.4,0,5,4,NHL,12,1,2003-04,0,41,1,202,0,20,,DET,6
37,,4.8,1,1,0,NHL,6,0,2005-06,0,21,1,113,0,6,,DET,2
38,,12.2,2,2,-5,NHL,10,0,2006-07,2,41,5,190,3,12,,NYR,7
39,,3.3,1,4,0,NHL,10,0,2007-08,0,30,1,171,0,8,42,NYR,5
40,,4.0,1,2,-1,NHL,7,0,2008-09,0,25,1,117,0,2,35,NJD,3
