year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1941-42,17,0,10,2,0,N-SJHL,6,Saskatoon Jr. Quakers,2
1941-42,17,1,12,0,0,M-Cup,3,Saskatoon Jr. Quakers,1
1942-43,18,3,30,3,0,EAHL,10,New York Rovers,6
1943-44,19,2,13,0,0,SSHL,4,Saskatoon Navy,2
1945-46,21,5,10,5,0,AHL,12,Buffalo Bisons,10
1951-52,27,1,2,3,0,AHL,5,Cleveland Barons,4
1953-54,29,2,9,3,0,WHL,6,Saskatoon Quakers,5
1955-56,31,0,6,1,0,WHL,3,Saskatoon Quakers,1
1956-57,32,2,8,7,0,WHL,9,Brandon Regals,9
1956-57,32,1,12,3,0,Ed-Cup,6,Brandon Regals,4
1959-60,35,2,10,8,0,SSHL,7,Saskatoon Quakers,10
1959-60,35,0,2,0,0,Al-Cup,2,Saskatoon Quakers,0
1961-62,37,1,6,3,0,SSHL,8,Saskatoon Quakers,4
1961-62,37,1,0,4,0,Al-Cup,7,Saskatoon Quakers,5
