assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Brantford Lions,5,1933-34,16,8,14,16,0,OHA-Jr.
1,Brantford Lions,4,1934-35,17,5,12,17,0,OHA-Jr.
9,St. Michael\'s Majors,2,1935-36,9,11,12,18,0,OHA-Jr.
5,St. Michael\'s Majors,5,1936-37,12,10,16,19,0,OHA-Jr.
14,Hershey B\'ars,10,1937-38,57,24,45,20,0,EAHL
32,Hershey Bears,22,1938-39,53,54,20,21,0,EAHL
37,Baltimore Orioles,31,1939-40,59,68,52,22,0,EAHL
27,Springfield Indians,17,1940-41,40,44,38,23,0,AHL
21,Springfield Indians,19,1941-42,51,40,45,24,0,AHL
30,Buffalo Bisons,27,1942-43,50,57,52,25,0,AHL
53,Buffalo Bisons,27,1943-44,52,80,39,26,0,AHL
43,Buffalo Bisons,27,1945-46,62,70,32,28,0,AHL
21,Buffalo Bisons,26,1946-47,63,47,29,29,0,AHL
20,Buffalo Bisons,12,1947-48,40,32,0,30,0,AHL
28,2 Teams,19,1948-49,61,47,11,31,0,AHL
26,Buffalo Bisons,12,1948-49,48,38,6,31,0,AHL
2,Hershey Bears,7,1948-49,13,9,5,31,0,AHL
