pim,team,assists,plus_minus,points,league,games_played,year,age,goals
24,Montreal Juniors,3,0,5,QMJHL,9,1974-75,20,2
15,New Haven Nighthawks,1,0,4,AHL,6,1978-79,24,3
17,Toledo Goaldiggers,2,0,6,IHL,6,1978-79,24,4
14,New Haven Nighthawks,8,0,14,AHL,10,1979-80,25,6
14,New Haven Nighthawks,0,0,1,AHL,4,1980-81,26,1
22,Tulsa Oilers,2,0,6,CHL,9,1983-84,29,4
